response,ArrivalDateYear,ArrivalDateMonth,StaysInWeekendNights,StaysInWeekNights,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
2,2016,October,0,1,Online TA,TA/TO,0,0,0,A,0,5,NA,0,Transient-Party,52.8,0,0
2,2016,May,1,0,Offline TA/TO,TA/TO,0,0,0,E,0,6,NA,0,Transient,70,0,0
2,2016,September,2,6,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,159,0,2
2,2016,June,0,3,Groups,TA/TO,0,0,0,A,0,96,NA,0,Transient,110,0,0
1,2015,December,0,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,46.4,0,1
1,2015,November,0,0,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient-Party,0,0,2
1,2016,October,1,4,Groups,Corporate,0,0,0,A,2,NA,223,0,Transient-Party,60,0,0
1,2016,April,2,5,Groups,Direct,0,0,0,A,0,273,NA,0,Transient-Party,45.9,0,0
1,2016,January,0,2,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,44.8,0,2
2,2016,November,3,7,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.8,0,0
2,2016,August,1,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,163.6,0,0
1,2016,June,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,51.85,0,0
2,2016,June,2,0,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,129,0,0
1,2015,September,2,0,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,128,0,1
1,2016,August,1,3,Offline TA/TO,TA/TO,0,0,0,E,0,8,NA,0,Transient,140,0,0
2,2016,September,0,1,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,81,0,2
1,2016,January,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,258,NA,0,Transient,35.25,0,0
1,2016,October,1,3,Groups,Corporate,0,0,0,A,1,NA,NA,0,Transient-Party,6,1,0
1,2016,October,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,75,1,1
1,2015,August,1,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,150.83,0,2
1,2016,February,0,1,Online TA,TA/TO,0,0,0,F,1,241,NA,0,Transient,73.92,1,2
1,2016,February,1,1,Direct,Direct,0,0,0,G,0,250,NA,0,Transient,106,1,2
1,2016,January,0,1,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient-Party,116.1,1,1
1,2016,October,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,50.57,0,1
1,2016,January,4,6,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,39,0,2
2,2016,April,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,44.1,0,0
2,2015,October,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,50.4,0,2
1,2016,October,0,1,Direct,Direct,1,0,2,A,0,NA,NA,0,Transient,50,0,0
1,2015,December,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,127,NA,0,Transient,30.5,0,1
2,2016,July,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,129,0,1
1,2016,November,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,79,1,0
2,2015,November,2,6,Online TA,TA/TO,0,1,0,A,0,240,NA,0,Transient,59.4,0,1
1,2015,December,1,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,35.16,1,2
1,2016,June,0,3,Direct,Direct,1,1,6,E,0,NA,NA,0,Transient,115,1,4
1,2016,May,1,1,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,122,1,0
1,2016,March,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,48,0,2
1,2016,November,2,4,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,55.8,0,2
1,2015,October,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,39,0,1
1,2015,September,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,87.86,0,1
1,2015,September,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,83,0,2
2,2016,September,1,2,Offline TA/TO,TA/TO,0,0,0,A,0,96,NA,0,Transient,57.6,0,0
1,2016,June,2,2,Direct,Direct,0,0,0,A,1,250,NA,0,Transient,98.75,0,1
2,2016,May,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,80,0,0
1,2016,March,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,0
1,2016,June,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,131,0,1
2,2016,August,2,5,Direct,Direct,0,0,0,A,2,NA,NA,0,Transient,182.2,0,0
2,2016,November,0,1,Groups,TA/TO,0,0,0,A,0,368,NA,0,Transient-Party,38,0,0
1,2016,March,1,3,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,94.5,0,0
1,2016,August,1,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,236,1,1
1,2016,December,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,55,0,0
1,2016,November,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,NA,168,0,Transient,30,0,0
1,2016,April,1,2,Offline TA/TO,TA/TO,0,0,0,A,1,NA,NA,0,Transient-Party,85.33,0,0
1,2016,May,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Transient,74.76,0,1
1,2016,August,0,2,Online TA,TA/TO,0,0,0,D,1,241,NA,0,Transient,153.37,1,1
2,2015,September,2,5,Groups,TA/TO,0,24,0,A,0,96,NA,0,Transient-Party,8,0,0
1,2015,October,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,67,0,1
1,2016,July,0,1,Corporate,Corporate,1,0,1,A,0,NA,47,0,Transient,118,0,0
1,2016,August,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,69,NA,0,Transient,82,0,0
1,2016,August,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,213,0,1
1,2016,October,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,96,NA,0,Transient,46,0,0
2,2016,August,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,219,0,0
1,2015,December,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,69,1,0
1,2016,April,4,8,Offline TA/TO,TA/TO,0,0,0,A,0,69,NA,0,Transient,59.5,0,0
2,2015,July,2,5,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,163,0,0
1,2016,October,0,1,Groups,TA/TO,0,0,0,A,0,368,NA,0,Transient-Party,72,0,0
1,2016,April,1,4,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,125,0,0
2,2016,October,2,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,68,0,0
2,2015,August,1,2,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,96.33,0,1
1,2015,December,1,0,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,49.4,0,0
1,2016,November,1,3,Groups,Direct,0,0,0,A,1,NA,NA,0,Transient-Party,34,0,0
1,2016,August,2,5,Direct,Direct,0,0,0,D,1,250,NA,0,Transient,251.14,0,1
1,2015,July,2,5,Direct,Direct,0,0,0,D,1,250,NA,0,Transient,161,1,1
2,2016,February,1,2,Groups,TA/TO,0,0,0,A,0,332,NA,0,Transient-Party,50,0,0
1,2016,September,3,7,Direct,Direct,1,0,0,D,0,NA,NA,0,Transient,82,0,3
1,2016,February,2,4,Offline TA/TO,TA/TO,0,0,0,A,0,15,NA,0,Transient-Party,29,0,1
1,2016,October,0,4,Groups,Corporate,0,0,0,A,1,NA,405,0,Transient-Party,58,1,1
1,2016,July,3,6,Direct,Direct,0,0,0,C,0,NA,NA,0,Transient,0,1,0
2,2016,January,0,1,Groups,Direct,0,0,0,A,0,305,NA,0,Transient,72,0,0
1,2015,August,2,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,147.6,0,3
2,2015,November,1,2,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,48,0,0
2,2016,November,0,2,Groups,TA/TO,0,0,0,A,0,248,NA,0,Transient,46,0,0
1,2015,August,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,15,NA,0,Transient,166.05,0,2
1,2015,November,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,88,0,3
1,2015,July,1,2,Online TA,TA/TO,0,0,0,D,1,241,NA,0,Transient,103.95,0,1
1,2016,March,0,1,Offline TA/TO,TA/TO,0,0,0,D,0,251,NA,0,Transient,36,0,0
2,2015,November,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,32.4,0,2
2,2015,July,1,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,135,0,1
1,2016,February,2,3,Online TA,TA/TO,0,0,0,G,0,241,NA,0,Transient,69.01,0,1
1,2015,July,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,98,0,0
2,2015,August,6,12,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,181.94,0,0
2,2015,September,1,1,Offline TA/TO,TA/TO,0,3,0,A,0,248,NA,0,Transient-Party,34,0,0
1,2016,October,0,2,Corporate,Corporate,0,0,0,A,0,NA,459,0,Transient-Party,57,1,0
2,2016,October,1,0,Corporate,Corporate,0,0,0,A,0,NA,394,0,Transient-Party,41.4,0,0
2,2015,August,0,4,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,164,0,0
2,2016,June,2,2,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Transient,110,0,0
1,2016,February,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,8,NA,0,Transient,23.93,0,0
2,2015,December,6,13,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,31.12,0,2
1,2015,August,4,6,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,208.2,0,1
1,2016,October,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,57,NA,0,Transient,32.31,0,0
2,2016,July,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,180,0,2
1,2016,May,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,65,0,1
1,2016,May,2,5,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,66.34,0,1
1,2016,June,2,5,Online TA,TA/TO,0,0,0,A,2,240,NA,0,Transient,126.71,0,2
1,2016,November,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,93,0,0
1,2016,March,1,3,Groups,Direct,0,0,0,A,0,NA,223,0,Transient-Party,66,0,0
1,2016,September,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,243,NA,0,Contract,62.9,0,0
2,2016,May,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,76.86,0,1
2,2016,December,2,6,Online TA,TA/TO,0,0,0,G,0,241,NA,0,Transient,70.07,0,1
1,2016,June,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,2,NA,0,Contract,78.5,0,0
2,2016,September,0,4,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,159,0,0
1,2016,January,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,71,0,1
1,2016,July,0,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,140,0,1
2,2016,March,2,7,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,64,0,0
2,2016,December,2,7,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,88.4,0,0
1,2015,September,2,5,Groups,TA/TO,0,0,0,A,0,96,NA,0,Transient-Party,57,0,0
1,2015,November,1,3,Corporate,Corporate,0,0,0,A,0,NA,47,0,Transient,35,0,0
1,2016,January,0,4,Direct,Direct,0,0,0,G,0,NA,NA,0,Transient,71,0,0
2,2016,August,2,3,Offline TA/TO,TA/TO,0,0,0,D,1,3,NA,0,Transient,144,0,2
1,2016,April,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
1,2015,December,0,4,Groups,TA/TO,0,0,0,A,0,308,NA,122,Transient-Party,136.5,0,0
1,2016,September,2,5,Online TA,TA/TO,0,0,0,F,0,241,NA,0,Transient,109.03,0,1
2,2015,December,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,55,0,0
1,2016,May,1,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,75.52,0,2
1,2015,August,2,2,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient-Party,142.5,0,1
2,2015,November,0,2,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient-Party,64,0,0
2,2015,December,0,2,Offline TA/TO,TA/TO,0,1,0,A,0,196,NA,0,Transient-Party,92.5,0,2
1,2016,May,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,39.4,0,0
2,2015,August,4,6,Offline TA/TO,TA/TO,0,1,0,D,0,6,NA,0,Transient,134.1,0,0
2,2015,September,2,3,Online TA,TA/TO,0,1,0,G,0,240,NA,0,Transient,139,0,0
2,2016,August,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,187,0,0
1,2016,December,0,2,Offline TA/TO,TA/TO,0,0,0,D,0,5,NA,0,Transient,162,0,0
1,2016,October,2,0,Direct,Direct,0,0,1,E,0,NA,NA,0,Transient,92.5,1,1
2,2016,September,2,5,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,156.14,0,0
2,2015,November,0,1,Corporate,Corporate,0,0,0,A,1,NA,342,0,Transient-Party,0,0,1
1,2015,August,2,4,Direct,Direct,0,0,0,C,0,NA,NA,0,Transient,218.5,1,1
1,2016,October,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,44,0,0
2,2015,November,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,65.25,0,1
1,2016,April,1,0,Direct,Direct,0,0,0,F,0,NA,NA,0,Transient,101,1,0
1,2016,July,1,2,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,147.07,0,1
1,2016,September,2,1,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,135.33,1,0
1,2016,January,0,3,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,92,1,0
1,2015,September,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,248,NA,0,Transient-Party,80,0,0
1,2015,July,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,153,0,1
2,2015,September,0,2,Online TA,TA/TO,0,1,0,A,0,240,NA,0,Transient-Party,110.7,0,1
1,2016,January,1,0,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,56,1,1
2,2015,September,2,5,Offline TA/TO,TA/TO,0,1,0,A,0,96,NA,0,Transient-Party,58.95,0,0
2,2016,April,1,1,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,178,0,1
1,2016,October,0,0,Groups,Corporate,0,0,0,A,0,NA,NA,0,Transient-Party,0,0,0
2,2016,December,1,2,Complementary,TA/TO,0,0,0,A,0,134,NA,0,Transient-Party,0,0,0
1,2016,August,1,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,243,1,2
2,2016,December,1,1,Direct,Direct,0,1,0,D,2,NA,NA,0,Transient,44.88,0,1
2,2016,September,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,171,NA,0,Transient,76,0,0
2,2015,October,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.29,0,1
2,2016,August,1,0,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,189,0,0
1,2015,July,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,123,0,2
1,2016,August,3,9,Offline TA/TO,TA/TO,0,0,0,A,1,40,NA,0,Contract,55.68,0,1
2,2015,September,2,5,Offline TA/TO,TA/TO,0,1,0,A,0,96,NA,0,Transient-Party,58.95,0,0
1,2016,May,1,0,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Transient-Party,72,0,0
1,2016,June,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,40,NA,0,Transient,77.84,0,0
1,2015,November,0,1,Direct,Direct,0,0,0,A,0,241,NA,0,Transient,35.11,0,0
2,2015,October,1,2,Groups,TA/TO,0,0,0,A,0,134,NA,0,Transient,92,0,0
1,2016,February,2,0,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,123,0,1
1,2016,December,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,52.4,0,0
1,2016,April,0,3,Groups,Direct,0,0,0,A,1,385,NA,0,Transient-Party,85.33,0,0
1,2016,November,1,1,Online TA,TA/TO,0,0,0,E,0,242,NA,0,Transient,83.71,0,1
1,2016,October,1,3,Groups,Corporate,0,0,0,A,0,NA,NA,0,Transient-Party,55,0,0
2,2016,November,0,3,Online TA,TA/TO,0,0,0,A,2,240,NA,0,Transient,37.8,0,2
2,2016,July,0,2,Direct,Direct,0,0,0,F,2,250,NA,0,Transient,209.1,0,0
1,2015,November,3,10,Corporate,Corporate,0,0,0,A,1,326,281,0,Transient,48,0,0
1,2015,July,2,3,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,84.12,0,0
1,2015,November,2,1,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,58,0,2
2,2016,April,0,2,Groups,TA/TO,0,0,0,A,0,245,NA,0,Transient,86,0,0
2,2016,April,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,96,NA,0,Transient-Party,35.1,0,0
1,2016,May,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
2,2015,July,1,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,173,0,0
2,2016,May,4,10,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,82.03,0,0
1,2016,June,0,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,76.8,0,1
1,2016,April,2,6,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,113,0,3
1,2015,October,0,2,Corporate,Corporate,0,0,0,A,2,NA,NA,0,Transient,67.5,0,1
1,2015,August,0,1,Direct,Direct,0,0,0,L,0,NA,NA,0,Transient,172,0,0
1,2015,September,1,1,Groups,TA/TO,0,0,0,A,0,68,NA,0,Transient-Party,80,0,0
1,2016,July,0,3,Offline TA/TO,TA/TO,0,0,0,D,0,6,NA,0,Transient,115.2,0,0
1,2015,December,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,49.07,0,3
1,2015,July,2,5,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,99,1,0
1,2015,August,1,5,Offline TA/TO,TA/TO,0,0,0,C,3,177,NA,0,Transient,180,0,3
2,2016,March,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,1
2,2015,October,4,10,Groups,Direct,0,1,0,E,0,273,NA,0,Transient,88,0,0
1,2016,June,2,4,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,117.9,0,0
1,2015,November,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,1
2,2016,August,0,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,236,0,0
2,2015,December,2,5,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,79.86,0,0
1,2016,November,1,1,Corporate,Corporate,1,0,1,A,0,NA,120,0,Transient,36,1,0
2,2016,February,0,2,Groups,TA/TO,0,0,0,A,0,134,NA,0,Transient-Party,68,0,0
1,2016,November,0,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,75,0,1
1,2015,September,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,NA,86,0,Transient,51.5,0,0
1,2015,July,2,3,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,209,0,1
1,2016,February,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,1
1,2015,October,4,8,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,78.5,0,1
2,2016,July,4,6,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,163,0,2
1,2015,December,0,2,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,107.5,1,0
1,2016,August,4,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,209,0,1
1,2016,October,1,0,Offline TA/TO,TA/TO,0,0,0,D,0,251,NA,0,Transient,59,0,0
1,2016,November,0,3,Direct,Direct,1,0,1,D,1,250,NA,0,Transient,55.08,0,3
2,2016,August,0,4,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,266.5,0,0
1,2016,October,0,1,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,54.9,0,0
1,2016,February,0,1,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,55,0,1
1,2016,February,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,45,0,0
1,2016,March,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,3
1,2016,December,2,0,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,80.5,1,1
2,2015,August,0,3,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,221,0,0
1,2016,September,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,65.4,0,0
1,2015,October,0,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,39,0,0
2,2016,July,2,3,Offline TA/TO,TA/TO,0,0,0,C,2,314,NA,0,Transient,190.2,0,0
1,2015,October,0,1,Direct,Direct,0,0,0,G,0,NA,NA,0,Transient,120,1,0
1,2016,April,1,0,Corporate,Direct,0,0,0,A,0,NA,263,0,Transient-Party,42,0,0
1,2015,July,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,88.2,0,0
1,2016,March,0,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient-Party,111.67,0,0
1,2016,July,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,2,NA,0,Contract,106.55,0,0
1,2016,September,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,70,0,0
1,2016,March,0,4,Online TA,TA/TO,0,0,0,E,0,242,NA,0,Transient,118.5,0,1
2,2016,April,4,10,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,44.1,0,2
1,2016,September,2,4,Online TA,TA/TO,0,0,0,G,3,240,NA,0,Transient,199,0,0
1,2015,July,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,5,NA,0,Transient,83.79,1,0
1,2016,June,4,6,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,143,1,1
1,2016,May,0,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,71.7,1,0
1,2016,April,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,68,0,1
1,2016,February,0,2,Direct,Direct,0,0,0,E,1,NA,NA,0,Transient,68,0,0
2,2016,July,1,3,Groups,Corporate,0,0,0,A,0,307,NA,0,Transient-Party,144,0,0
1,2015,October,0,2,Offline TA/TO,TA/TO,0,0,0,A,1,175,NA,0,Transient,37.6,0,1
1,2015,September,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,156,NA,0,Contract,132.19,0,1
1,2016,May,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,64,1,0
1,2016,June,0,1,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,158.1,1,2
1,2015,September,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,208,NA,0,Transient-Party,74,0,0
2,2016,February,1,0,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,41.4,0,0
1,2015,August,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,211,0,1
1,2016,February,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,88,0,2
1,2015,August,1,2,Direct,Direct,0,0,0,E,1,NA,NA,0,Transient,153,0,0
2,2016,August,0,2,Direct,Direct,0,0,0,D,3,250,NA,0,Transient,197.1,0,1
1,2016,October,0,3,Groups,TA/TO,0,0,0,A,0,315,NA,0,Transient-Party,48,0,0
1,2016,October,1,5,Offline TA/TO,TA/TO,0,0,0,D,0,26,NA,0,Transient,81.8,0,0
1,2016,July,2,7,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,70,0,0
1,2016,July,1,4,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,186.1,0,1
1,2015,September,2,4,Offline TA/TO,TA/TO,0,0,0,A,0,201,NA,0,Transient-Party,34,0,0
1,2015,August,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,149,NA,0,Transient,133,1,1
1,2016,April,2,5,Direct,Direct,0,0,0,G,0,NA,NA,0,Transient,170,0,1
2,2015,August,3,6,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,151.89,0,2
1,2016,November,0,1,Online TA,TA/TO,0,0,0,E,3,240,NA,0,Transient-Party,73.3,0,2
1,2015,December,2,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,39,0,1
2,2016,January,0,1,Groups,Direct,0,0,0,A,0,305,NA,0,Transient,72,0,0
2,2015,July,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,73.8,0,1
2,2015,October,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,36,0,0
1,2016,April,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
1,2016,December,1,2,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,49.66,1,1
2,2016,June,1,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,136,0,1
1,2016,February,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,8,NA,0,Transient,25,0,0
1,2015,August,1,3,Offline TA/TO,TA/TO,0,0,0,E,0,142,NA,0,Contract,122.6,0,0
1,2015,December,2,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,79.2,0,2
1,2016,November,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,29,1,0
1,2016,July,0,1,Corporate,Corporate,0,0,0,A,0,NA,270,0,Transient,73,0,1
1,2016,February,0,1,Direct,Direct,1,0,2,E,1,NA,NA,0,Transient,71,1,0
1,2015,September,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,171,NA,0,Transient,58,1,0
1,2015,October,0,1,Corporate,Corporate,0,0,0,A,0,NA,159,0,Transient,37,1,0
1,2016,August,2,4,Online TA,TA/TO,0,0,0,E,0,242,NA,0,Transient,159.5,0,2
1,2016,October,2,5,Groups,Direct,0,0,0,E,1,273,NA,125,Transient-Party,71.56,0,0
2,2015,July,1,2,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,112,0,1
1,2016,November,2,4,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient-Party,88.8,1,2
1,2016,March,2,2,Offline TA/TO,TA/TO,0,0,0,D,0,171,NA,0,Transient,37,0,0
2,2016,December,2,1,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient,72,0,0
2,2015,December,2,1,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient,68,0,0
1,2016,August,2,4,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,216,1,3
1,2016,July,1,4,Offline TA/TO,TA/TO,0,0,0,D,1,8,NA,0,Transient,102.8,0,0
1,2016,December,0,2,Groups,TA/TO,0,0,0,D,3,253,NA,0,Transient-Party,44.8,0,0
1,2016,July,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,206.36,0,0
