LeadTime,ArrivalDateYear,StaysInWeekendNights,StaysInWeekNights,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
172,2015,4,6,Offline TA/TO,TA/TO,0,0,0,E,0,156,NA,0,Contract,84,0,0
364,2016,1,4,Groups,Corporate,0,0,0,A,2,NA,223,0,Transient-Party,66,0,0
101,2016,2,5,Groups,TA/TO,0,0,0,A,4,95,NA,0,Transient-Party,60,0,0
66,2016,2,8,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,73.8,0,2
10,2016,2,1,Online TA,TA/TO,0,0,0,D,0,241,NA,0,Transient,169.91,0,1
0,2015,1,3,Corporate,Corporate,0,0,0,A,0,NA,174,0,Transient-Party,109,0,0
275,2015,2,0,Offline TA/TO,TA/TO,0,26,0,A,0,208,NA,0,Transient,50,0,0
277,2016,2,2,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Transient,110,0,0
134,2015,2,6,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,61.2,0,1
172,2015,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,8,NA,0,Contract,59.03,0,2
37,2015,2,5,Corporate,Corporate,0,0,0,A,1,185,281,0,Transient-Party,37.43,0,0
33,2017,1,1,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,87,0,0
113,2016,0,1,Groups,Direct,0,0,0,A,0,305,NA,0,Transient,72,0,0
130,2016,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,82.8,0,0
167,2016,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,128,NA,0,Transient,68,0,1
20,2016,2,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,209,0,0
96,2017,2,5,Online TA,TA/TO,0,0,0,A,0,15,NA,0,Transient-Party,217.1,0,0
0,2015,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,55,0,0
117,2017,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,282,0,1
317,2017,2,5,Groups,TA/TO,0,0,0,D,1,273,NA,64,Transient-Party,78.94,0,0
286,2015,2,5,Groups,Corporate,0,0,0,A,1,NA,223,0,Transient,44.5,0,0
56,2015,1,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,92,1,2
116,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,37,0,3
58,2016,1,5,Online TA,TA/TO,0,0,0,G,1,240,NA,0,Transient,269,0,1
128,2017,2,5,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient-Party,72.71,0,1
99,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,156,NA,0,Transient,35.15,0,0
219,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,310,NA,0,Transient,52,0,0
49,2017,0,3,Corporate,Direct,1,0,2,A,0,NA,130,0,Transient,147.33,1,1
35,2017,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,75,0,1
5,2017,0,1,Direct,Direct,0,1,0,D,0,NA,NA,0,Transient,120,0,0
0,2016,0,1,Offline TA/TO,TA/TO,1,0,4,A,0,15,NA,0,Transient,79,0,1
151,2017,2,3,Online TA,TA/TO,0,0,0,C,0,240,NA,0,Transient,160,0,2
135,2017,2,6,Offline TA/TO,TA/TO,0,0,0,D,1,479,NA,0,Group,122,0,2
81,2015,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,40.5,0,2
8,2017,0,1,Corporate,Corporate,1,0,1,A,0,NA,511,0,Transient,45,0,0
60,2016,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,79,0,0
65,2017,1,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,186,0,0
40,2016,1,2,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,52.4,0,0
211,2015,1,3,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,256,0,2
94,2016,2,3,Groups,Corporate,0,0,0,A,0,NA,NA,0,Transient-Party,55,0,0
238,2016,0,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,95,0,2
57,2015,0,2,Groups,Direct,0,0,0,A,0,305,NA,0,Transient-Party,98.75,0,0
4,2016,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,29,0,2
21,2016,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,68,0,0
7,2017,1,3,Groups,Corporate,0,0,0,D,0,NA,223,0,Transient-Party,47,0,0
220,2017,0,4,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,123.77,0,1
0,2016,0,1,Online TA,TA/TO,0,0,1,A,0,240,NA,0,Transient,43,0,1
150,2017,2,5,Direct,Direct,0,0,0,A,1,250,NA,0,Transient,152.71,0,0
259,2017,1,4,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,55.8,0,2
22,2016,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,189,0,2
252,2017,2,5,Groups,TA/TO,0,0,0,D,2,273,NA,0,Transient-Party,75.09,0,0
61,2016,1,3,Offline TA/TO,TA/TO,0,0,0,D,0,156,NA,0,Transient,35.15,0,1
9,2017,0,1,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,85,0,1
176,2016,2,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,52.2,0,1
287,2016,2,3,Groups,TA/TO,0,1,0,D,0,NA,NA,0,Transient,128,0,0
99,2016,0,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,151,0,2
0,2016,2,2,Direct,Direct,0,0,0,H,1,NA,NA,0,Transient,130,0,0
117,2015,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,122,0,3
165,2017,3,7,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,86.7,0,1
247,2016,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,143,NA,0,Transient,98.6,0,0
67,2017,1,2,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,33.26,0,0
160,2017,2,4,Offline TA/TO,TA/TO,0,0,0,E,0,3,NA,0,Transient,196.3,0,1
194,2017,3,5,Online TA,TA/TO,0,0,0,D,0,175,NA,0,Transient,178.56,0,0
121,2017,2,5,Direct,Direct,0,0,0,D,2,250,NA,0,Transient,120,0,1
86,2016,0,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,205.67,0,0
37,2016,0,5,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,178,0,0
47,2016,1,3,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,26,0,0
221,2016,3,8,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,157.5,0,1
50,2017,2,2,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,136,0,0
234,2016,1,2,Offline TA/TO,TA/TO,0,0,0,A,1,NA,NA,0,Transient-Party,77.03,0,1
15,2015,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,134,0,1
0,2015,2,3,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,43,0,0
211,2016,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
0,2016,1,1,Direct,Direct,0,0,0,G,0,NA,NA,0,Transient,167.5,0,0
162,2017,4,6,Direct,Direct,0,0,4,D,2,NA,NA,0,Transient,69.3,0,1
7,2017,1,3,Groups,Corporate,0,0,0,A,0,NA,223,0,Transient-Party,37,0,0
133,2017,0,3,Offline TA/TO,TA/TO,0,0,0,E,0,6,NA,0,Transient,94.48,1,0
222,2015,1,1,Groups,TA/TO,0,0,0,A,0,68,NA,0,Transient-Party,80,0,0
7,2016,0,2,Groups,Corporate,0,0,0,A,0,NA,174,0,Transient-Party,61,0,0
0,2016,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,81,1,0
2,2015,0,2,Direct,Direct,0,0,1,A,0,NA,NA,0,Transient,43,0,1
49,2016,2,2,Groups,Direct,0,0,0,E,0,NA,NA,0,Transient-Party,66,0,0
3,2016,0,1,Online TA,TA/TO,1,0,1,A,0,240,NA,0,Transient,43,0,1
68,2016,1,2,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,56,0,0
15,2017,1,0,Direct,Direct,0,0,0,F,0,250,NA,0,Transient-Party,90,0,0
5,2017,1,0,Complementary,TA/TO,1,0,3,E,0,40,NA,0,Transient,0,1,2
21,2016,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,179,0,0
0,2015,0,4,Corporate,Corporate,0,0,0,A,0,NA,20,0,Transient-Party,42,0,0
222,2015,1,5,Groups,Corporate,0,25,0,A,0,252,NA,0,Transient,49.95,0,0
31,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,43,0,1
72,2017,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,62,0,0
49,2015,0,3,Offline TA/TO,TA/TO,0,0,0,D,0,5,NA,0,Transient,145.87,0,1
126,2017,1,2,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,82,0,1
149,2017,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,49,1,1
6,2017,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,75,0,3
91,2016,2,5,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,128.14,1,0
176,2016,2,1,Online TA,TA/TO,0,0,0,E,2,240,NA,0,Transient,122.33,0,0
1,2015,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,135,1,1
7,2016,0,1,Groups,Corporate,0,0,0,A,0,NA,20,0,Transient,58,0,0
117,2016,1,4,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,52.2,0,1
0,2016,1,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,68,0,0
103,2017,1,1,Groups,Corporate,0,0,0,E,0,495,NA,0,Transient,73,0,0
227,2016,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,81,0,1
40,2015,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,134,0,0
4,2015,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient-Party,192,1,2
285,2016,2,5,Groups,TA/TO,0,0,0,A,1,96,NA,0,Transient-Party,64,0,1
9,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,171,NA,0,Transient,41.4,0,0
0,2015,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,50.1,1,0
0,2015,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,86,1,0
27,2016,2,5,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,45,0,0
2,2017,0,2,Corporate,Corporate,1,1,8,A,1,NA,270,0,Transient,35,0,0
3,2016,1,1,Online TA,TA/TO,0,0,0,F,0,241,NA,0,Transient,73.92,0,1
17,2016,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,141,0,0
76,2016,0,4,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,191.5,0,0
56,2015,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,71,NA,0,Contract,77,0,0
183,2016,0,4,Offline TA/TO,TA/TO,0,0,0,A,2,314,NA,0,Transient,115.2,0,0
226,2017,2,2,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient-Party,30.24,0,0
0,2016,1,0,Direct,Direct,1,0,3,A,0,NA,NA,0,Group,35.1,0,0
4,2017,2,1,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,82.33,1,1
0,2017,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,8,0,0
96,2017,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,135,0,1
185,2015,1,1,Groups,TA/TO,0,0,0,A,0,208,NA,0,Transient-Party,64,0,0
10,2016,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,66,1,1
172,2017,2,5,Online TA,TA/TO,0,0,0,E,1,314,NA,0,Transient,97.71,0,0
188,2015,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,96,NA,0,Transient,159.74,0,0
204,2017,2,8,Offline TA/TO,TA/TO,0,0,0,D,0,69,NA,0,Transient,148.7,0,0
35,2016,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,314,NA,0,Transient-Party,36.25,0,2
183,2016,1,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,146,0,0
18,2016,1,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,67.25,0,0
119,2017,2,3,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,157.28,0,0
210,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,177,NA,0,Transient,50.4,0,1
5,2017,0,1,Online TA,TA/TO,1,0,1,A,0,240,NA,0,Group,190,0,0
82,2016,0,4,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,39.3,1,0
6,2015,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,0
17,2016,2,6,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,180.25,0,0
249,2016,1,0,Offline TA/TO,TA/TO,0,0,0,D,0,251,NA,0,Transient,78,0,0
181,2016,2,1,Groups,TA/TO,0,0,0,A,0,11,NA,0,Transient,37,0,0
166,2015,0,2,Groups,TA/TO,0,24,0,A,0,NA,NA,0,Transient,121.5,0,0
262,2015,1,3,Groups,Corporate,0,0,2,A,1,183,NA,0,Transient-Party,65.5,0,0
287,2015,0,3,Groups,Corporate,0,0,0,A,1,NA,223,0,Transient-Party,44.5,0,0
166,2015,0,2,Groups,TA/TO,0,24,0,A,0,NA,NA,0,Transient,121.5,0,0
95,2017,2,7,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,140,0,1
110,2016,1,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,189,0,2
17,2017,0,1,Groups,Corporate,0,0,0,A,0,NA,504,0,Transient-Party,51,0,0
29,2015,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,96,NA,0,Transient,71,0,1
183,2016,1,1,Groups,TA/TO,0,0,0,A,1,298,NA,0,Transient-Party,54.5,0,0
206,2016,2,8,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Transient-Party,64.9,0,1
202,2015,2,5,Offline TA/TO,TA/TO,1,1,0,A,0,156,NA,0,Contract,90.95,0,0
165,2015,0,4,Groups,TA/TO,0,0,0,A,0,308,NA,122,Transient,136.5,0,0
301,2017,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,185.4,0,2
112,2016,0,2,Groups,TA/TO,0,0,0,A,1,134,NA,0,Transient-Party,0,0,0
100,2017,2,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,80,0,1
91,2016,2,7,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient-Party,119.4,0,1
364,2016,0,4,Groups,Corporate,0,0,0,A,2,NA,223,0,Transient-Party,60,0,0
4,2017,0,1,Corporate,Corporate,0,0,0,A,0,NA,367,0,Transient,63,0,0
162,2016,6,15,Groups,TA/TO,0,0,0,A,0,96,NA,0,Transient,82,0,0
19,2016,2,1,Offline TA/TO,TA/TO,0,0,0,A,0,8,NA,0,Transient,47,0,0
3,2017,0,1,Direct,Direct,0,0,5,A,0,NA,NA,0,Transient,35,0,0
364,2016,2,4,Groups,Corporate,0,0,0,A,2,NA,223,0,Transient-Party,66,0,0
61,2015,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,79,0,2
4,2017,0,1,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient-Party,38.4,0,0
32,2016,0,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,57,0,0
136,2015,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,142,NA,0,Contract,99.8,0,0
178,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,69,NA,0,Transient,179.34,0,2
42,2016,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.8,0,2
22,2015,1,3,Offline TA/TO,TA/TO,0,0,0,E,0,26,NA,0,Transient,39.33,0,0
0,2017,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,54,1,0
17,2016,1,0,Groups,Direct,1,0,1,A,0,NA,346,0,Transient,66,1,0
8,2016,0,2,Corporate,Corporate,0,0,0,A,0,NA,154,0,Transient,66,0,0
53,2016,2,6,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,95,0,0
7,2015,0,1,Corporate,Corporate,0,0,0,A,0,NA,342,0,Transient-Party,32,0,0
0,2017,0,1,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,245,0,0
87,2017,2,2,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,94,0,2
32,2016,0,1,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,78,0,0
388,2017,0,3,Groups,TA/TO,0,0,0,E,0,96,NA,0,Transient-Party,72,0,1
0,2017,0,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient-Party,135,0,1
31,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,42.95,0,0
40,2016,2,2,Offline TA/TO,TA/TO,0,0,0,A,1,26,NA,0,Transient,52.25,0,0
32,2016,2,5,Groups,Direct,0,0,0,D,0,273,NA,0,Transient-Party,69.36,0,0
73,2016,2,0,Direct,Direct,0,0,0,F,3,250,NA,0,Transient,105.5,1,1
179,2016,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,81,0,1
172,2016,3,5,Offline TA/TO,TA/TO,0,0,0,A,0,147,NA,0,Transient-Party,66.42,0,1
4,2015,1,2,Groups,Corporate,0,0,0,A,2,NA,343,0,Transient-Party,0,0,0
117,2015,2,6,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,166,0,0
164,2016,0,2,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,166.45,1,2
4,2016,2,3,Direct,Direct,0,0,0,A,0,250,NA,0,Transient-Party,161,1,0
81,2015,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,32.4,0,2
4,2016,0,1,Corporate,Corporate,0,0,0,A,0,NA,NA,0,Transient,45,0,0
62,2017,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,109,0,1
11,2015,2,1,Offline TA/TO,TA/TO,0,1,0,A,0,NA,NA,0,Transient-Party,64,0,0
237,2017,3,7,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,293.6,0,0
65,2015,2,7,Offline TA/TO,TA/TO,0,0,0,A,0,175,NA,0,Transient,142.48,0,0
28,2017,0,2,Online TA,TA/TO,0,0,0,D,0,15,NA,0,Transient,194,1,0
134,2017,2,3,Online TA,TA/TO,0,0,0,F,0,241,NA,0,Transient,48.43,0,2
124,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,15,NA,0,Transient,57.6,0,0
40,2016,2,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,85.73,0,1
0,2016,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,40,0,0
34,2016,1,4,Direct,Direct,0,0,0,F,1,250,NA,0,Transient,306,1,0
162,2017,1,2,Online TA,TA/TO,0,0,0,E,4,240,NA,0,Transient,92,0,3
216,2017,4,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient-Party,94.9,1,2
258,2017,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,243,NA,0,Contract,70.4,0,2
292,2016,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,143.43,1,2
87,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,42,0,1
542,2016,2,5,Groups,TA/TO,0,0,0,A,0,253,NA,0,Transient-Party,70,0,0
168,2016,0,2,Groups,TA/TO,0,0,0,A,0,245,NA,0,Transient,86,0,0
0,2016,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,314,NA,0,Transient,58.8,1,0
261,2017,1,3,Offline TA/TO,TA/TO,0,0,0,A,1,315,NA,0,Contract,175.56,0,0
145,2017,2,8,Online TA,TA/TO,0,0,0,C,1,240,NA,0,Transient,256,0,2
31,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,41.4,0,0
50,2016,2,4,Offline TA/TO,TA/TO,0,0,0,C,1,426,NA,0,Transient-Party,241.5,0,0
19,2017,0,2,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,139,0,1
72,2017,2,5,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,306,0,0
54,2017,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,68,0,1
313,2017,2,5,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,119.08,0,2
63,2016,0,2,Online TA,TA/TO,0,0,0,A,0,339,NA,0,Transient,26.64,0,0
160,2015,1,4,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,119.9,1,2
0,2016,0,1,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,175,0,0
103,2015,2,4,Direct,Direct,0,0,0,F,1,250,NA,0,Transient,179,1,0
82,2017,2,5,Online TA,TA/TO,0,0,0,E,0,175,NA,0,Transient,216,0,0
6,2017,0,3,Offline TA/TO,TA/TO,0,0,0,A,0,181,NA,0,Transient-Party,34,0,1
1,2016,0,0,Offline TA/TO,TA/TO,0,0,0,A,1,26,NA,0,Transient,0,0,0
232,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,143,NA,0,Contract,79.9,0,0
1,2017,0,2,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,163.05,0,1
116,2017,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,410,NA,0,Transient,63,0,0
28,2016,2,1,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,236,1,1
153,2015,0,0,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient-Party,0,0,3
43,2017,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,48,0,0
99,2016,0,4,Offline TA/TO,TA/TO,0,0,0,D,0,314,NA,0,Transient,109.75,0,0
1,2016,0,0,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,0,0,0
0,2015,1,0,Offline TA/TO,TA/TO,0,0,0,A,0,5,NA,0,Transient,25,1,0
7,2017,1,3,Groups,Corporate,0,0,0,A,1,NA,223,0,Transient-Party,29,0,0
28,2015,0,3,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,134,0,1
87,2015,3,7,Online TA,TA/TO,0,0,0,A,0,147,NA,0,Transient,87.9,0,0
34,2016,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,221,0,0
3,2017,1,1,Corporate,Corporate,1,0,1,A,1,NA,269,0,Transient,35,0,0
7,2017,1,0,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,88.6,1,1
175,2017,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,198,0,0
10,2017,0,4,Online TA,TA/TO,0,0,0,G,1,240,NA,0,Transient,212.5,1,0
9,2016,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,59.33,0,1
26,2016,2,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,43,0,2
30,2017,1,3,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,181.31,0,1
156,2015,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,156,NA,0,Transient,112.63,0,0
378,2016,0,2,Groups,TA/TO,0,0,0,A,0,248,NA,0,Transient,46,0,0
59,2016,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,79,0,1
223,2017,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,222,0,2
174,2015,1,4,Direct,Direct,0,0,0,C,1,NA,NA,0,Transient,120,1,2
7,2016,0,0,Online TA,TA/TO,0,0,0,A,0,339,NA,0,Transient,0,0,0
35,2015,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,104,0,1
105,2017,3,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,262,0,1
42,2017,1,3,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient,242.84,0,0
8,2017,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,2
1,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,97,0,1
109,2016,1,5,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,287,0,0
27,2017,0,2,Online TA,TA/TO,0,0,0,A,1,468,NA,0,Transient-Party,62.4,0,1
28,2016,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,96,0,1
167,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,243,NA,0,Contract,78.88,0,0
59,2015,2,6,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,65.18,0,1
113,2015,2,1,Offline TA/TO,TA/TO,0,0,0,A,1,314,NA,0,Contract,55.92,0,1
112,2015,1,4,Offline TA/TO,TA/TO,0,0,0,D,0,258,NA,0,Transient,129,0,0
211,2016,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,86,0,0
64,2015,1,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,154,0,0
20,2017,1,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,255,0,1
8,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,85,0,2
90,2016,2,5,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,82,0,0
46,2016,0,1,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,73.15,1,1
9,2015,0,2,Direct,Direct,0,0,0,C,0,303,NA,0,Transient,103,0,1
1,2016,1,0,Online TA,TA/TO,0,0,1,A,0,240,NA,0,Group,48,0,2
44,2015,2,3,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,136.2,0,2
321,2017,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,89.87,0,2
237,2017,2,4,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,49.95,0,0
4,2016,0,1,Direct,Direct,1,0,1,D,0,NA,NA,0,Transient,80,0,2
91,2016,2,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient-Party,75.6,0,1
79,2015,2,5,Offline TA/TO,TA/TO,0,0,0,E,0,6,NA,0,Transient,72.5,1,0
9,2016,0,1,Complementary,Direct,0,0,0,A,0,NA,NA,0,Transient,0,0,0
54,2017,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,92,0,0
62,2016,2,6,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,49,0,2
56,2015,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,39,0,2
80,2015,1,3,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,63.14,0,1
97,2016,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,209,0,2
144,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,253,NA,0,Transient,110.7,0,0
22,2017,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,60,0,0
0,2015,0,0,Corporate,Corporate,1,0,0,A,0,NA,NA,0,Transient,0,0,0
22,2016,0,3,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient-Party,80,0,0
143,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,464,NA,0,Transient,48,0,1
